user,text,created_at,retweet_count,like_count,is_trending,hashtags
1362048138756775940,"@Euler_AI     #AI #CryptoAI #Solana Euler là lớp AI SVM dành cho các hệ thống đa tác nhân AI thời gian thực, cho phép trí thông minh tự phát triển thông qua token $Euler.",2025-03-19 15:52:48+00:00,34,397,0,#AI #CryptoAI #Solana
1668644810809552897,"@Euler_AI #AI #CryptoAI #Solana 
REF : https://t.co/cx2ezAK0f9
kèo ngon ae",2025-03-19 15:42:54+00:00,205,870,1,#AI #CryptoAI #Solana
1639979927268388866,"@pergamon_ai #defai #ai #avax 
@letuan 
hay quá",2025-03-19 15:35:03+00:00,80,794,0,#defai #ai #avax
1867842354511757312,"Ứng dụng AI hỗ trợ các bệnh viện thiếu chuyên gia bệnh lý học. 👩‍⚕️
-
#genobi #genobivn #UTCTC #AI #yte #chuyendoiso #ungthucotucung #cytology #pathology https://t.co/0twI5bPJVo",2025-03-19 14:00:27+00:00,419,392,1,#genobi #genobivn #UTCTC #AI #yte #chuyendoiso #ungthucotucung #cytology #pathology
1724335930566430720,"Hi Vietnam COSers,  
🌟 Contentos #Data Report  (Báo cáo dữ liệu)

🎯2025, Contentos ( Keypoints)

* Hệ sinh thái Contentos tích hợp sâu công nghệ AI
* Mở rộng hỗ trợ đa dạng hóa Blockchain cho #Solana, #BSC, #Memecoin
* Tích hợp các tính năng #AI Agent vào hệ sinh https://t.co/aBe0EIkLnp",2025-03-19 13:41:08+00:00,49,206,0,#Data #Solana #BSC #Memecoin #AI
1828130736840605696,"Quillen-Người gác đền
#AI #AOV #r34 https://t.co/zsbTGowlM9",2025-03-19 13:37:49+00:00,359,14,0,#AI #AOV #r34
1395217243923877889,"🍀 AlphaX của @DeAgentAI đã chính thức ra mắt trên OP BNB Chain vào ngày 18 tháng 3

AlphaX là một sản phẩm #AI Trading agent của DeAgentAI, theo mô hình predict to earn point. Sự kiện lần này người dùng sẽ có cơ hội nhân đôi số điểm nhận được, tổng cash reward https://t.co/2NZlCKbG42",2025-03-19 13:34:24+00:00,387,857,1,#AI
1356832500169904128,"375ai là gì? Tổng quan về dự án 375ai

#tintucbitcoin #AI
https://t.co/3dbCnHF5ks",2025-03-19 13:08:02+00:00,1,553,0,#tintucbitcoin #AI
1461995800955797507,"6/6, 6/ Bật mí, Hơn 150.000 nhà giao dịch đã sử dụng Wave Trading—người nắm giữ $WAV sẽ nhận được các công cụ AI cao cấp!
reveal,150,000+ traders are already using Wave Trading—$WAV holders get premium AI tools!

#WAV #WaveWorld #AI #SUI #WaveAgent",2025-03-19 12:01:44+00:00,389,891,1,#WAV #WaveWorld #AI #SUI #WaveAgent
1461995800955797507,"5/6, Tại sao $WAV lại thiết yếu đối với giao dịch AI?
Why $WAV is Essential for AI Trading?
#WAV #WaveWorld #AI #SUI #WaveAgent https://t.co/6Fy8sbeOob",2025-03-19 12:01:16+00:00,53,460,0,#WAV #WaveWorld #AI #SUI #WaveAgent
1461995800955797507,"3/6, Điểm sáng, WaveWorld hiện đang dẫn đầu hệ sinh thái Sui &amp; MOVE với:
Bright spot, WaveWorld is already leading the Sui &amp; MOVE ecosystems with:
#WAV #WaveWorld #AI #SUI #WaveAgent https://t.co/3Acol8UKuP",2025-03-19 11:59:32+00:00,105,690,1,#WAV #WaveWorld #AI #SUI #WaveAgent
1461995800955797507,"2/6, Hành trình tiếp theo của SUI về vốn hóa?
SUI's Next Step in Capitalization?
#WAV #WaveWorld #AI #SUI #WaveAgent https://t.co/mg2nmyPGtG",2025-03-19 11:58:15+00:00,259,574,1,#WAV #WaveWorld #AI #SUI #WaveAgent
1461995800955797507,"1/6, Đầu năm 2025, một tin đáng chú ý về SUI, khởi động mục tiêu tiếp theo!
Early 2025, a notable news about SUI, launching the next goal!
#WAV #WaveWorld #AI #SUI #WaveAgent https://t.co/nx4o3sjhwX",2025-03-19 11:57:31+00:00,309,863,1,#WAV #WaveWorld #AI #SUI #WaveAgent
54259371,"@Euler_AI #AI #CryptoAI #Solana 
Airdrop - Euler

👉 Link Euler: https://t.co/wHiKOuvtEK

✔️ Kết nối ví evm (metamask, okx wallet)

✔️ Chat AI để hoàn thành task

✔️ Claim OAT bên galxe: https://t.co/5xH2pQ5xnR",2025-03-19 11:48:51+00:00,476,742,1,#AI #CryptoAI #Solana
1639629366740279296,"Ă fŕįèņð įŋ ňëəđ í§ ą fřįëņď  įňđęëď ✨️
#wednesdayvibe ☀️🥞☕️ #ai #cat 🐱 https://t.co/dgTzHb4pcy",2025-03-19 10:49:53+00:00,190,240,0,#wednesdayvibe #ai #cat
1611221785915297793,"KHÁM PHÁ NGAY TOP 10 TOKEN #AI CÓ HIỆU SUẤT TỐT NHẤT 24H QUA

👉 Check hiệu suất các token khác tại đây: https://t.co/SZ7jj7JUvt https://t.co/lGjFflHvVu",2025-03-19 10:13:39+00:00,401,563,1,#AI
1369548801409617921,"Tạo bản đồ tư duy cho mọi thứ bằng AI @MapifySo
https://t.co/SH2mxv2XtS
Đăng ký qua đường link giới thiệu của tôi để nhận gấp đôi tín dụng dùng thử và tăng 10 lần năng suất làm việc và học tập. #Mapify #AI #bản đồ tư duy",2025-03-19 10:12:37+00:00,217,95,0,#Mapify #AI #bản
1839237722856468480,"Với quan hệ đối tác này, STONE có thể thúc đẩy thị trường do #AI thúc đẩy @gaib_ai, nâng cao hiệu quả vốn cho tài chính điện toán AI và các ứng dụng tài chính phi tập trung.

Yap yap yap👀 https://t.co/8dGf4BhEuh",2025-03-19 10:00:01+00:00,43,899,0,#AI
969021619698987008,"Dự án khá hay _ lets go 🚀

@Euler_AI #AI #CryptoAI #Solana",2025-03-19 08:26:47+00:00,161,733,1,#AI #CryptoAI #Solana
1372537973409910785,"Xu hướng các mô hình #Dotcom vận hành 1 người hay nhóm  nhỏ rất hiệu quả khi kết hợp #AI trợ giúp khá hay 🤪
=&gt; Nhưng ông chủ  VÔ DANH kiểu #freelancer hoặc #Bussines IN HOUSE sẽ phổ biến ở VN hay toàn cầu trong thời đại 4.0 https://t.co/lM38tra0kJ",2025-03-19 07:53:54+00:00,201,484,1,#Dotcom #AI #freelancer #Bussines
user_123,Bitcoin đạt mức giá cao nhất trong năm! #Bitcoin #Crypto,3/22/2025 12:30,500,2000,1,#Bitcoin #Crypto
user_456,ChatGPT-5 sắp ra mắt! Công nghệ AI đang phát triển nhanh chóng. #AI #MachineLearning,3/22/2025 14:00,320,1800,1,#AI #MachineLearning
user_789,Lionel Messi lập cú hat-trick giúp Argentina chiến thắng. #Football #Messi,3/22/2025 15:15,410,1500,1,#Football #Messi
user_999,Cổ phiếu Tesla tăng mạnh sau báo cáo doanh thu. #StockMarket #Tesla,3/22/2025 16:45,275,1400,1,#StockMarket #Tesla
